CIK,Company Name,Form Type,Date Filed,Filename,local_path,SEC_url,SIC
78457,PIEDMONT MANAGEMENT CO INC,S-1,1995-09-26,78457_0000950112-95-002517.htm,./data/S-1/1995/QTR3/78457_0000950112-95-002517,https://www.sec.gov/Archives/edgar/data/78457/000095011295002517/0000950112-95-002517-index.htm,6311
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1995-09-21,881453_0000950135-95-001962.htm,./data/S-1/1995/QTR3/881453_0000950135-95-001962,https://www.sec.gov/Archives/edgar/data/881453/000095013595001962/0000950135-95-001962-index.htm,6399
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1995-09-26,881453_0000950135-95-001989.htm,./data/S-1/1995/QTR3/881453_0000950135-95-001989,https://www.sec.gov/Archives/edgar/data/881453/000095013595001989/0000950135-95-001989-index.htm,6399
890175,GREEN TREE FINANCIAL CORP,S-1,1995-07-05,890175_0000950109-95-002608.htm,./data/S-1/1995/QTR3/890175_0000950109-95-002608,https://www.sec.gov/Archives/edgar/data/890175/000095010995002608/0000950109-95-002608-index.htm,6189
890175,GREEN TREE FINANCIAL CORP,S-1,1995-09-07,890175_0000950131-95-002476.htm,./data/S-1/1995/QTR3/890175_0000950131-95-002476,https://www.sec.gov/Archives/edgar/data/890175/000095013195002476/0000950131-95-002476-index.htm,6189
1000661,CENTERIOR FUNDING CORP,S-1,1995-10-10,1000661_0000950152-95-002288.htm,./data/S-1/1995/QTR4/1000661_0000950152-95-002288,https://www.sec.gov/Archives/edgar/data/1000661/000095015295002288/0000950152-95-002288-index.htm,6189
854152,ACTV INC /DE/,S-1,1995-11-01,854152_0000950117-95-000439.htm,./data/S-1/1995/QTR4/854152_0000950117-95-000439,https://www.sec.gov/Archives/edgar/data/854152/000095011795000439/0000950117-95-000439-index.htm,6794
931494,CIT GROUP SECURITIZATION CORP II,S-1,1995-12-15,931494_0000891092-95-000199.htm,./data/S-1/1995/QTR4/931494_0000891092-95-000199,https://www.sec.gov/Archives/edgar/data/931494/000089109295000199/0000891092-95-000199-index.htm,6189
1010753,FIRST BANK CORPORATE CARD MASTER TRUST,S-1,1996-03-20,1010753_0000912057-96-004838.htm,./data/S-1/1996/QTR1/1010753_0000912057-96-004838,https://www.sec.gov/Archives/edgar/data/1010753/000091205796004838/0000912057-96-004838-index.htm,6189
277028,EMERGENT GROUP INC,S-1,1996-03-01,277028_0000950144-96-000789.htm,./data/S-1/1996/QTR1/277028_0000950144-96-000789,https://www.sec.gov/Archives/edgar/data/277028/000095014496000789/0000950144-96-000789-index.htm,6141
354190,GALLAGHER ARTHUR J & CO,S-1,1996-03-05,354190_0000950131-96-000888.htm,./data/S-1/1996/QTR1/354190_0000950131-96-000888,https://www.sec.gov/Archives/edgar/data/354190/000095013196000888/0000950131-96-000888-index.htm,6411
744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,S-1,1996-02-23,744455_0000744455-96-000001.htm,./data/S-1/1996/QTR1/744455_0000744455-96-000001,https://www.sec.gov/Archives/edgar/data/744455/000074445596000001/0000744455-96-000001-index.htm,6311
7974,ASSOCIATES FIRST CAPITAL CORP,S-1,1996-02-09,7974_0000950134-96-000313.htm,./data/S-1/1996/QTR1/7974_0000950134-96-000313,https://www.sec.gov/Archives/edgar/data/7974/000095013496000313/0000950134-96-000313-index.htm,6141
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1996-02-15,881453_0000881453-96-000020.htm,./data/S-1/1996/QTR1/881453_0000881453-96-000020,https://www.sec.gov/Archives/edgar/data/881453/000088145396000020/0000881453-96-000020-index.htm,6399
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1996-02-16,881453_0000881453-96-000026.htm,./data/S-1/1996/QTR1/881453_0000881453-96-000026,https://www.sec.gov/Archives/edgar/data/881453/000088145396000026/0000881453-96-000026-index.htm,6399
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1996-02-16,881453_0000881453-96-000029.htm,./data/S-1/1996/QTR1/881453_0000881453-96-000029,https://www.sec.gov/Archives/edgar/data/881453/000088145396000029/0000881453-96-000029-index.htm,6399
1000512,HOUSEHOLD CONSUMER LOAN DEPOSIT TRUST I,S-1,1996-06-14,1000512_0000950137-96-000932.htm,./data/S-1/1996/QTR2/1000512_0000950137-96-000932,https://www.sec.gov/Archives/edgar/data/1000512/000095013796000932/0000950137-96-000932-index.htm,6189
1010247,FPIC INSURANCE GROUP INC,S-1,1996-05-24,1010247_0000950144-96-002932.htm,./data/S-1/1996/QTR2/1010247_0000950144-96-002932,https://www.sec.gov/Archives/edgar/data/1010247/000095014496002932/0000950144-96-002932-index.htm,6311
1013836,CAPITAL FACTORS HOLDINGS INC,S-1,1996-05-09,1013836_0000950170-96-000172.htm,./data/S-1/1996/QTR2/1013836_0000950170-96-000172,https://www.sec.gov/Archives/edgar/data/1013836/000095017096000172/0000950170-96-000172-index.htm,6153
1014747,AUTOBOND ACCEPTANCE CORP,S-1,1996-06-06,1014747_0000950117-96-000586.htm,./data/S-1/1996/QTR2/1014747_0000950117-96-000586,https://www.sec.gov/Archives/edgar/data/1014747/000095011796000586/0000950117-96-000586-index.htm,6141
1014964,SOUTH STREET FINANCIAL CORP,S-1,1996-05-24,1014964_0000950109-96-003394.htm,./data/S-1/1996/QTR2/1014964_0000950109-96-003394,https://www.sec.gov/Archives/edgar/data/1014964/000095010996003394/0000950109-96-003394-index.htm,6036
1015463,HOUSEHOLD CONSUMER LOAN TRUST 1996-2,S-1,1996-06-14,1015463_0000950137-96-000932.htm,./data/S-1/1996/QTR2/1015463_0000950137-96-000932,https://www.sec.gov/Archives/edgar/data/1015463/000095013796000932/0000950137-96-000932-index.htm,6189
1016325,HOME BANCORP OF ELGIN INC,S-1,1996-06-13,1016325_0000950130-96-002210.htm,./data/S-1/1996/QTR2/1016325_0000950130-96-002210,https://www.sec.gov/Archives/edgar/data/1016325/000095013096002210/0000950130-96-002210-index.htm,6035
1016577,SIGNATURE RESORTS INC,S-1,1996-06-14,1016577_0000898430-96-002663.htm,./data/S-1/1996/QTR2/1016577_0000898430-96-002663,https://www.sec.gov/Archives/edgar/data/1016577/000089843096002663/0000898430-96-002663-index.htm,6532
1016741,GRAND COURT LIFESTYLES INC,S-1,1996-06-14,1016741_0000950120-96-000111.htm,./data/S-1/1996/QTR2/1016741_0000950120-96-000111,https://www.sec.gov/Archives/edgar/data/1016741/000095012096000111/0000950120-96-000111-index.htm,6531
1016931,AFSALA BANCORP INC,S-1,1996-06-20,1016931_0000946275-96-000109.htm,./data/S-1/1996/QTR2/1016931_0000946275-96-000109,https://www.sec.gov/Archives/edgar/data/1016931/000094627596000109/0000946275-96-000109-index.htm,6035
1017232,CAROLINA FINCORP INC,S-1,1996-06-26,1017232_0000928385-96-000814.htm,./data/S-1/1996/QTR2/1017232_0000928385-96-000814,https://www.sec.gov/Archives/edgar/data/1017232/000092838596000814/0000928385-96-000814-index.htm,6036
1017267,HAMBRECHT & QUIST GROUP INC,S-1,1996-06-20,1017267_0000912057-96-012785.htm,./data/S-1/1996/QTR2/1017267_0000912057-96-012785,https://www.sec.gov/Archives/edgar/data/1017267/000091205796012785/0000912057-96-012785-index.htm,6211
310826,PROTECTIVE LIFE INSURANCE CO,S-1,1996-04-04,310826_0000912057-96-006017.htm,./data/S-1/1996/QTR2/310826_0000912057-96-006017,https://www.sec.gov/Archives/edgar/data/310826/000091205796006017/0000912057-96-006017-index.htm,6311
814774,GKN HOLDING CORP,S-1,1996-06-05,814774_0000950112-96-001889.htm,./data/S-1/1996/QTR2/814774_0000950112-96-001889,https://www.sec.gov/Archives/edgar/data/814774/000095011296001889/0000950112-96-001889-index.htm,6211
823314,ADVANCED FINANCIAL INC,S-1,1996-05-13,823314_0001000096-96-000066.htm,./data/S-1/1996/QTR2/823314_0001000096-96-000066,https://www.sec.gov/Archives/edgar/data/823314/000100009696000066/0001000096-96-000066-index.htm,6199
880238,CORE INC,S-1,1996-05-13,880238_0000950109-96-002994.htm,./data/S-1/1996/QTR2/880238_0000950109-96-002994,https://www.sec.gov/Archives/edgar/data/880238/000095010996002994/0000950109-96-002994-index.htm,6411
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1996-04-26,881453_0000881453-96-000058.htm,./data/S-1/1996/QTR2/881453_0000881453-96-000058,https://www.sec.gov/Archives/edgar/data/881453/000088145396000058/0000881453-96-000058-index.htm,6399
883232,C M LIFE INSURANCE CO,S-1,1996-04-08,883232_0000912057-96-006122.htm,./data/S-1/1996/QTR2/883232_0000912057-96-006122,https://www.sec.gov/Archives/edgar/data/883232/000091205796006122/0000912057-96-006122-index.htm,6311
889416,FIRESTONE RETAIL CREDIT CORP,S-1,1996-06-28,889416_0000905148-96-000418.htm,./data/S-1/1996/QTR2/889416_0000905148-96-000418,https://www.sec.gov/Archives/edgar/data/889416/000090514896000418/0000905148-96-000418-index.htm,6141
889906,CAPMAC HOLDINGS INC,S-1,1996-06-05,889906_0000950112-96-001857.htm,./data/S-1/1996/QTR2/889906_0000950112-96-001857,https://www.sec.gov/Archives/edgar/data/889906/000095011296001857/0000950112-96-001857-index.htm,6351
895127,VK AC HOLDINGS INC,S-1,1996-06-06,895127_0000950123-96-002877.htm,./data/S-1/1996/QTR2/895127_0000950123-96-002877,https://www.sec.gov/Archives/edgar/data/895127/000095012396002877/0000950123-96-002877-index.htm,6282
906420,BANK UNITED CORP,S-1,1996-06-18,906420_0000950123-96-003118.htm,./data/S-1/1996/QTR2/906420_0000950123-96-003118,https://www.sec.gov/Archives/edgar/data/906420/000095012396003118/0000950123-96-003118-index.htm,6035
906938,FIRST ALLIANCE MORTGAGE CO /CA/,S-1,1996-05-13,906938_0000898430-96-001790.htm,./data/S-1/1996/QTR2/906938_0000898430-96-001790,https://www.sec.gov/Archives/edgar/data/906938/000089843096001790/0000898430-96-001790-index.htm,6189
910467,CAMPBELL STRATEGIC ALLOCATION FUND LP,S-1,1996-06-12,910467_0000897069-96-000163.htm,./data/S-1/1996/QTR2/910467_0000897069-96-000163,https://www.sec.gov/Archives/edgar/data/910467/000089706996000163/0000897069-96-000163-index.htm,6200
911148,CADUS PHARMACEUTICAL CORP,S-1,1996-05-24,911148_0000950110-96-000644.htm,./data/S-1/1996/QTR2/911148_0000950110-96-000644,https://www.sec.gov/Archives/edgar/data/911148/000095011096000644/0000950110-96-000644-index.htm,6500
913912,GCR HOLDINGS LTD,S-1,1996-05-21,913912_0000950123-96-002611.htm,./data/S-1/1996/QTR2/913912_0000950123-96-002611,https://www.sec.gov/Archives/edgar/data/913912/000095012396002611/0000950123-96-002611-index.htm,6321
916605,REDFED BANCORP INC,S-1,1996-06-20,916605_0000898430-96-002777.htm,./data/S-1/1996/QTR2/916605_0000898430-96-002777,https://www.sec.gov/Archives/edgar/data/916605/000089843096002777/0000898430-96-002777-index.htm,6035
934151,IHF CAPITAL INC,S-1,1996-05-22,934151_0000950109-96-003338.htm,./data/S-1/1996/QTR2/934151_0000950109-96-003338,https://www.sec.gov/Archives/edgar/data/934151/000095010996003338/0000950109-96-003338-index.htm,6036
948847,HOUSEHOLD CONSUMER LOAN CORP,S-1,1996-06-14,948847_0000950137-96-000932.htm,./data/S-1/1996/QTR2/948847_0000950137-96-000932,https://www.sec.gov/Archives/edgar/data/948847/000095013796000932/0000950137-96-000932-index.htm,6189
1002760,ACC CONSUMER FINANCE CORP,S-1,1996-09-25,1002760_0000889810-96-000239.htm,./data/S-1/1996/QTR3/1002760_0000889810-96-000239,https://www.sec.gov/Archives/edgar/data/1002760/000088981096000239/0000889810-96-000239-index.htm,6153
1003233,METROPOLITAN FINANCIAL CORP /OH/,S-1,1996-09-20,1003233_0000950152-96-004809.htm,./data/S-1/1996/QTR3/1003233_0000950152-96-004809,https://www.sec.gov/Archives/edgar/data/1003233/000095015296004809/0000950152-96-004809-index.htm,6035
1009416,JJFN SERVICES INC,S-1,1996-07-03,1009416_0001009416-96-000006.htm,./data/S-1/1996/QTR3/1009416_0001009416-96-000006,https://www.sec.gov/Archives/edgar/data/1009416/000100941696000006/0001009416-96-000006-index.htm,6211
1013027,MARKET FINANCIAL CORP,S-1,1996-08-16,1013027_0000912057-96-018165.htm,./data/S-1/1996/QTR3/1013027_0000912057-96-018165,https://www.sec.gov/Archives/edgar/data/1013027/000091205796018165/0000912057-96-018165-index.htm,6036
1017484,PARAGON ACQUISITION CO INC,S-1,1996-07-08,1017484_0000903893-96-000464.htm,./data/S-1/1996/QTR3/1017484_0000903893-96-000464,https://www.sec.gov/Archives/edgar/data/1017484/000090389396000464/0000903893-96-000464-index.htm,6770
1017747,TRIGON HEALTHCARE INC,S-1,1996-08-08,1017747_0000916641-96-000639.htm,./data/S-1/1996/QTR3/1017747_0000916641-96-000639,https://www.sec.gov/Archives/edgar/data/1017747/000091664196000639/0000916641-96-000639-index.htm,6324
1017952,FULTON BANCORP INC,S-1,1996-07-19,1017952_0000928385-96-000940.htm,./data/S-1/1996/QTR3/1017952_0000928385-96-000940,https://www.sec.gov/Archives/edgar/data/1017952/000092838596000940/0000928385-96-000940-index.htm,6035
1018149,KOLL REAL ESTATE SERVICES,S-1,1996-08-19,1018149_0000898430-96-003943.htm,./data/S-1/1996/QTR3/1018149_0000898430-96-003943,https://www.sec.gov/Archives/edgar/data/1018149/000089843096003943/0000898430-96-003943-index.htm,6552
1018979,AMERISAFE INC,S-1,1996-08-13,1018979_0000950134-96-004224.htm,./data/S-1/1996/QTR3/1018979_0000950134-96-004224,https://www.sec.gov/Archives/edgar/data/1018979/000095013496004224/0000950134-96-004224-index.htm,6331
1019055,CENTURY BANCORP INC /NC,S-1,1996-07-23,1019055_0000928385-96-000953.htm,./data/S-1/1996/QTR3/1019055_0000928385-96-000953,https://www.sec.gov/Archives/edgar/data/1019055/000092838596000953/0000928385-96-000953-index.htm,6036
1019561,KENMAR GLOBAL TRUST,S-1,1996-07-25,1019561_0001005477-96-000208.htm,./data/S-1/1996/QTR3/1019561_0001005477-96-000208,https://www.sec.gov/Archives/edgar/data/1019561/000100547796000208/0001005477-96-000208-index.htm,6221
1020233,WORLD OMNI 1996-B AUTOMOBILE LEASE SECURITIZATION TRUST,S-1,1996-09-05,1020233_0000950144-96-006142.htm,./data/S-1/1996/QTR3/1020233_0000950144-96-006142,https://www.sec.gov/Archives/edgar/data/1020233/000095014496006142/0000950144-96-006142-index.htm,6189
1020291,FRONTIERVISION CAPITAL CORP,S-1,1996-08-05,1020291_0000950133-96-001363.htm,./data/S-1/1996/QTR3/1020291_0000950133-96-001363,https://www.sec.gov/Archives/edgar/data/1020291/000095013396001363/0000950133-96-001363-index.htm,6172
1020828,ROSLYN BANCORP INC,S-1,1996-08-20,1020828_0000928385-96-001108.htm,./data/S-1/1996/QTR3/1020828_0000928385-96-001108,https://www.sec.gov/Archives/edgar/data/1020828/000092838596001108/0000928385-96-001108-index.htm,6036
1021061,METRIS COMPANIES INC,S-1,1996-08-26,1021061_0000950157-96-000231.htm,./data/S-1/1996/QTR3/1021061_0000950157-96-000231,https://www.sec.gov/Archives/edgar/data/1021061/000095015796000231/0000950157-96-000231-index.htm,6141
1021206,DELPHOS CITIZENS BANCORP INC,S-1,1996-08-22,1021206_0000912057-96-018575.htm,./data/S-1/1996/QTR3/1021206_0000912057-96-018575,https://www.sec.gov/Archives/edgar/data/1021206/000091205796018575/0000912057-96-018575-index.htm,6035
1021226,HOMECOM COMMUNICATIONS INC,S-1,1996-09-18,1021226_0000950144-96-006424.htm,./data/S-1/1996/QTR3/1021226_0000950144-96-006424,https://www.sec.gov/Archives/edgar/data/1021226/000095014496006424/0000950144-96-006424-index.htm,6794
1021848,DELTA FINANCIAL CORP,S-1,1996-09-03,1021848_0000889812-96-001224.htm,./data/S-1/1996/QTR3/1021848_0000889812-96-001224,https://www.sec.gov/Archives/edgar/data/1021848/000088981296001224/0000889812-96-001224-index.htm,6163
1021920,RCL TRUST 1996 1,S-1,1996-08-30,1021920_0000950124-96-003818.htm,./data/S-1/1996/QTR3/1021920_0000950124-96-003818,https://www.sec.gov/Archives/edgar/data/1021920/000095012496003818/0000950124-96-003818-index.htm,6141
1022103,HOME CITY FINANCIAL CORP,S-1,1996-09-23,1022103_0000950152-96-004834.htm,./data/S-1/1996/QTR3/1022103_0000950152-96-004834,https://www.sec.gov/Archives/edgar/data/1022103/000095015296004834/0000950152-96-004834-index.htm,6036
1022794,OLD GUARD GROUP INC,S-1,1996-09-26,1022794_0000903594-96-000055.htm,./data/S-1/1996/QTR3/1022794_0000903594-96-000055,https://www.sec.gov/Archives/edgar/data/1022794/000090359496000055/0000903594-96-000055-index.htm,6331
1022827,AMERUS LIFE HOLDINGS INC,S-1,1996-09-18,1022827_0000912057-96-020610.htm,./data/S-1/1996/QTR3/1022827_0000912057-96-020610,https://www.sec.gov/Archives/edgar/data/1022827/000091205796020610/0000912057-96-020610-index.htm,6311
1023300,HEALTHCARE FINANCIAL PARTNERS INC,S-1,1996-09-20,1023300_0000950109-96-006098.htm,./data/S-1/1996/QTR3/1023300_0000950109-96-006098,https://www.sec.gov/Archives/edgar/data/1023300/000095010996006098/0000950109-96-006098-index.htm,6799
1023398,ADVANCE FINANCIAL BANCORP,S-1,1996-09-27,1023398_0000928385-96-001261.htm,./data/S-1/1996/QTR3/1023398_0000928385-96-001261,https://www.sec.gov/Archives/edgar/data/1023398/000092838596001261/0000928385-96-001261-index.htm,6035
1023640,FIRSTFED AMERICA BANCORP INC,S-1,1996-09-27,1023640_0000950109-96-006301.htm,./data/S-1/1996/QTR3/1023640_0000950109-96-006301,https://www.sec.gov/Archives/edgar/data/1023640/000095010996006301/0000950109-96-006301-index.htm,6035
277028,EMERGENT GROUP INC,S-1,1996-09-20,277028_0000950144-96-006476.htm,./data/S-1/1996/QTR3/277028_0000950144-96-006476,https://www.sec.gov/Archives/edgar/data/277028/000095014496006476/0000950144-96-006476-index.htm,6141
3570,CHENIERE ENERGY INC,S-1,1996-08-27,3570_0000899243-96-001157.htm,./data/S-1/1996/QTR3/3570_0000899243-96-001157,https://www.sec.gov/Archives/edgar/data/3570/000089924396001157/0000899243-96-001157-index.htm,6794
744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,S-1,1996-09-06,744455_0000744455-96-000003.htm,./data/S-1/1996/QTR3/744455_0000744455-96-000003,https://www.sec.gov/Archives/edgar/data/744455/000074445596000003/0000744455-96-000003-index.htm,6311
783283,BUCK HILL FALLS CO /PA/,S-1,1996-08-15,783283_0000892918-96-000044.htm,./data/S-1/1996/QTR3/783283_0000892918-96-000044,https://www.sec.gov/Archives/edgar/data/783283/000089291896000044/0000892918-96-000044-index.htm,6500
832485,MEDNET MPC CORP,S-1,1996-08-02,832485_0000743530-96-000083.htm,./data/S-1/1996/QTR3/832485_0000743530-96-000083,https://www.sec.gov/Archives/edgar/data/832485/000074353096000083/0000743530-96-000083-index.htm,6411
852203,CB COMMERCIAL HOLDINGS INC,S-1,1996-09-26,852203_0000898430-96-004524.htm,./data/S-1/1996/QTR3/852203_0000898430-96-004524,https://www.sec.gov/Archives/edgar/data/852203/000089843096004524/0000898430-96-004524-index.htm,6500
871663,FLEETWOOD CREDIT RECEIVABLES CORP,S-1,1996-08-26,871663_0000950134-96-004534.htm,./data/S-1/1996/QTR3/871663_0000950134-96-004534,https://www.sec.gov/Archives/edgar/data/871663/000095013496004534/0000950134-96-004534-index.htm,6189
881453,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT,S-1,1996-07-24,881453_0000881453-96-000113.htm,./data/S-1/1996/QTR3/881453_0000881453-96-000113,https://www.sec.gov/Archives/edgar/data/881453/000088145396000113/0000881453-96-000113-index.htm,6399
904918,ML GLOBAL HORIZONS LP,S-1,1996-08-23,904918_0000950130-96-003312.htm,./data/S-1/1996/QTR3/904918_0000950130-96-003312,https://www.sec.gov/Archives/edgar/data/904918/000095013096003312/0000950130-96-003312-index.htm,6211
917259,ML PRINCIPAL PROTECTION PLUS LP,S-1,1996-07-03,917259_0000950131-96-003174.htm,./data/S-1/1996/QTR3/917259_0000950131-96-003174,https://www.sec.gov/Archives/edgar/data/917259/000095013196003174/0000950131-96-003174-index.htm,6200
925433,ML PRINCIPAL PROTECTION PLUS TRADING LP,S-1,1996-07-03,925433_0000950131-96-003174.htm,./data/S-1/1996/QTR3/925433_0000950131-96-003174,https://www.sec.gov/Archives/edgar/data/925433/000095013196003174/0000950131-96-003174-index.htm,6200
927567,US TRADE FUNDING CORP,S-1,1996-07-24,927567_0000950131-96-003404.htm,./data/S-1/1996/QTR3/927567_0000950131-96-003404,https://www.sec.gov/Archives/edgar/data/927567/000095013196003404/0000950131-96-003404-index.htm,6799
927764,ONYX ACCEPTANCE FINANCIAL CORP,S-1,1996-08-20,927764_0000892569-96-001662.htm,./data/S-1/1996/QTR3/927764_0000892569-96-001662,https://www.sec.gov/Archives/edgar/data/927764/000089256996001662/0000892569-96-001662-index.htm,6189
930299,COPELCO CAPITAL FUNDING CORP II,S-1,1996-07-01,930299_0000889812-96-000797.htm,./data/S-1/1996/QTR3/930299_0000889812-96-000797,https://www.sec.gov/Archives/edgar/data/930299/000088981296000797/0000889812-96-000797-index.htm,6189
944696,ND HOLDINGS INC,S-1,1996-09-06,944696_0000941158-96-000021.htm,./data/S-1/1996/QTR3/944696_0000941158-96-000021,https://www.sec.gov/Archives/edgar/data/944696/000094115896000021/0000941158-96-000021-index.htm,6211
945770,EVEREN CAPITAL CORP,S-1,1996-07-30,945770_0000950131-96-003521.htm,./data/S-1/1996/QTR3/945770_0000950131-96-003521,https://www.sec.gov/Archives/edgar/data/945770/000095013196003521/0000950131-96-003521-index.htm,6200
948556,UNITED DENTAL CARE INC /DE/,S-1,1996-09-20,948556_0000950134-96-004988.htm,./data/S-1/1996/QTR3/948556_0000950134-96-004988,https://www.sec.gov/Archives/edgar/data/948556/000095013496004988/0000950134-96-004988-index.htm,6324
1000368,RAC FINANCIAL GROUP INC,S-1,1996-10-15,1000368_0000912057-96-022883.htm,./data/S-1/1996/QTR4/1000368_0000912057-96-022883,https://www.sec.gov/Archives/edgar/data/1000368/000091205796022883/0000912057-96-022883-index.htm,6141
1000368,RAC FINANCIAL GROUP INC,S-1,1996-11-08,1000368_0000912057-96-025290.htm,./data/S-1/1996/QTR4/1000368_0000912057-96-025290,https://www.sec.gov/Archives/edgar/data/1000368/000091205796025290/0000912057-96-025290-index.htm,6141
1000368,RAC FINANCIAL GROUP INC,S-1,1996-12-23,1000368_0000912057-96-029918.htm,./data/S-1/1996/QTR4/1000368_0000912057-96-029918,https://www.sec.gov/Archives/edgar/data/1000368/000091205796029918/0000912057-96-029918-index.htm,6141
1001384,LASALLE RE HOLDINGS LTD,S-1,1996-10-25,1001384_0000950131-96-005261.htm,./data/S-1/1996/QTR4/1001384_0000950131-96-005261,https://www.sec.gov/Archives/edgar/data/1001384/000095013196005261/0000950131-96-005261-index.htm,6331
1011836,SOUTHERN PACIFIC FUNDING CORP,S-1,1996-10-15,1011836_0000944209-96-000366.htm,./data/S-1/1996/QTR4/1011836_0000944209-96-000366,https://www.sec.gov/Archives/edgar/data/1011836/000094420996000366/0000944209-96-000366-index.htm,6159
1011836,SOUTHERN PACIFIC FUNDING CORP,S-1,1996-10-22,1011836_0000944209-96-000389.htm,./data/S-1/1996/QTR4/1011836_0000944209-96-000389,https://www.sec.gov/Archives/edgar/data/1011836/000094420996000389/0000944209-96-000389-index.htm,6159
1016577,SIGNATURE RESORTS INC,S-1,1996-12-20,1016577_0000898430-96-005836.htm,./data/S-1/1996/QTR4/1016577_0000898430-96-005836,https://www.sec.gov/Archives/edgar/data/1016577/000089843096005836/0000898430-96-005836-index.htm,6552
1021330,PRUCO LIFE OF NEW JERSEY FLXBLE PRMIUM VARIABLE ANNUITY ACCT,S-1,1996-12-17,1021330_0000950110-96-001567.htm,./data/S-1/1996/QTR4/1021330_0000950110-96-001567,https://www.sec.gov/Archives/edgar/data/1021330/000095011096001567/0000950110-96-001567-index.htm,6311
1022827,AMERUS LIFE HOLDINGS INC,S-1,1996-10-08,1022827_0000912057-96-022289.htm,./data/S-1/1996/QTR4/1022827_0000912057-96-022289,https://www.sec.gov/Archives/edgar/data/1022827/000091205796022289/0000912057-96-022289-index.htm,6311
1023334,MEGO MORTGAGE CORP,S-1,1996-10-04,1023334_0000950144-96-006854.htm,./data/S-1/1996/QTR4/1023334_0000950144-96-006854,https://www.sec.gov/Archives/edgar/data/1023334/000095014496006854/0000950144-96-006854-index.htm,6159
1024308,AMERUS CAPITAL I,S-1,1996-10-08,1024308_0000912057-96-022289.htm,./data/S-1/1996/QTR4/1024308_0000912057-96-022289,https://www.sec.gov/Archives/edgar/data/1024308/000091205796022289/0000912057-96-022289-index.htm,6311
1024332,NATIONAL AUTO FINANCE CO INC,S-1,1996-10-08,1024332_0000889812-96-001436.htm,./data/S-1/1996/QTR4/1024332_0000889812-96-001436,https://www.sec.gov/Archives/edgar/data/1024332/000088981296001436/0000889812-96-001436-index.htm,6141
